timestamp,open,high,low,close,volume
2025-12-21 10:23:00Z,1.19692,1.19701,1.19661,1.197,0.0
2025-12-21 10:24:00Z,1.19702,1.19703,1.19658,1.19659,0.0
2025-12-21 10:25:00Z,1.19658,1.19663,1.19632,1.19642,0.0
2025-12-21 10:26:00Z,1.19642,1.19673,1.1964,1.19672,0.0
2025-12-21 10:27:00Z,1.19674,1.19674,1.19632,1.19632,0.0
2025-12-21 10:28:00Z,1.1963,1.19667,1.1963,1.19667,0.0
2025-12-21 10:29:00Z,1.1967,1.19694,1.19663,1.19677,0.0
2025-12-21 10:30:00Z,1.19679,1.19687,1.19649,1.19678,0.0
2025-12-21 10:31:00Z,1.19677,1.19682,1.19657,1.1966,0.0
2025-12-21 10:32:00Z,1.19661,1.19661,1.19636,1.19638,0.0
2025-12-21 10:33:00Z,1.19638,1.19649,1.19617,1.19617,0.0
2025-12-21 10:34:00Z,1.19617,1.1965,1.19611,1.19637,0.0
2025-12-21 10:35:00Z,1.19637,1.19669,1.19631,1.19667,0.0
2025-12-21 10:36:00Z,1.19665,1.19719,1.19664,1.19718,0.0
2025-12-21 10:37:00Z,1.19716,1.1975,1.19712,1.19738,0.0
2025-12-21 10:38:00Z,1.19731,1.19751,1.19692,1.19703,0.0
2025-12-21 10:39:00Z,1.19703,1.19704,1.19675,1.19695,0.0
2025-12-21 10:40:00Z,1.19695,1.19701,1.19655,1.19656,0.0
2025-12-21 10:41:00Z,1.19656,1.19657,1.19611,1.19611,0.0
2025-12-21 10:42:00Z,1.19611,1.1965,1.19602,1.19646,0.0
2025-12-21 10:43:00Z,1.19645,1.19646,1.1962,1.19629,0.0
2025-12-21 10:44:00Z,1.19632,1.19658,1.19632,1.19647,0.0
2025-12-21 10:45:00Z,1.19647,1.19657,1.19633,1.19644,0.0
2025-12-21 10:46:00Z,1.19644,1.19662,1.19641,1.19653,0.0
2025-12-21 10:47:00Z,1.19654,1.19711,1.19654,1.19691,0.0
2025-12-21 10:48:00Z,1.19692,1.19696,1.19655,1.19656,0.0
2025-12-21 10:49:00Z,1.19657,1.1966,1.1964,1.19651,0.0
2025-12-21 10:50:00Z,1.19647,1.19664,1.19625,1.19633,0.0
2025-12-21 10:51:00Z,1.19633,1.19661,1.19633,1.19649,0.0
2025-12-21 10:52:00Z,1.19647,1.19667,1.19637,1.19646,0.0
2025-12-21 10:53:00Z,1.19649,1.19654,1.19617,1.19617,0.0
2025-12-21 10:54:00Z,1.19616,1.19636,1.19585,1.19601,0.0
2025-12-21 10:55:00Z,1.19599,1.19604,1.19564,1.19564,0.0
2025-12-21 10:56:00Z,1.19562,1.19581,1.19548,1.19572,0.0
2025-12-21 10:57:00Z,1.19573,1.19599,1.19564,1.19591,0.0
2025-12-21 10:58:00Z,1.19594,1.1962,1.19588,1.19599,0.0
2025-12-21 10:59:00Z,1.19599,1.19634,1.19596,1.19626,0.0
2025-12-21 11:00:00Z,1.19627,1.19627,1.19566,1.19566,0.0
2025-12-21 11:01:00Z,1.19566,1.19594,1.19557,1.19567,0.0
2025-12-21 11:02:00Z,1.19567,1.19568,1.19531,1.19531,0.0
2025-12-21 11:03:00Z,1.19531,1.19555,1.19528,1.19533,0.0
2025-12-21 11:04:00Z,1.19533,1.19547,1.1951,1.19542,0.0
2025-12-21 11:05:00Z,1.19539,1.19578,1.19537,1.19556,0.0
2025-12-21 11:06:00Z,1.19558,1.19564,1.19534,1.19547,0.0
2025-12-21 11:07:00Z,1.19548,1.19554,1.19507,1.19508,0.0
2025-12-21 11:08:00Z,1.19508,1.19546,1.19501,1.19538,0.0
2025-12-21 11:09:00Z,1.19538,1.19564,1.19526,1.19558,0.0
2025-12-21 11:10:00Z,1.19558,1.19595,1.19553,1.19595,0.0
2025-12-21 11:11:00Z,1.19596,1.19619,1.19589,1.19609,0.0
2025-12-21 11:12:00Z,1.19609,1.19615,1.19583,1.19598,0.0
2025-12-21 11:13:00Z,1.19598,1.19617,1.19591,1.1961,0.0
2025-12-21 11:14:00Z,1.19608,1.19633,1.19597,1.19611,0.0
2025-12-21 11:15:00Z,1.19611,1.1963,1.19608,1.19609,0.0
2025-12-21 11:16:00Z,1.19612,1.19658,1.19605,1.19639,0.0
2025-12-21 11:17:00Z,1.19637,1.19641,1.19608,1.19619,0.0
2025-12-21 11:18:00Z,1.19617,1.19648,1.196,1.19638,0.0
2025-12-21 11:19:00Z,1.19638,1.19671,1.19638,1.19657,0.0
2025-12-21 11:20:00Z,1.19659,1.19669,1.19625,1.19647,0.0
2025-12-21 11:21:00Z,1.19648,1.19684,1.19633,1.19681,0.0
2025-12-21 11:22:00Z,1.19682,1.19739,1.19681,1.19728,0.0
2025-12-21 11:23:00Z,1.19729,1.19731,1.19689,1.19693,0.0
2025-12-21 11:24:00Z,1.19685,1.19688,1.19664,1.19678,0.0
2025-12-21 11:25:00Z,1.19673,1.19682,1.19647,1.19673,0.0
2025-12-21 11:26:00Z,1.19673,1.19678,1.19645,1.19656,0.0
2025-12-21 11:27:00Z,1.19656,1.19657,1.19629,1.19631,0.0
2025-12-21 11:28:00Z,1.19631,1.19697,1.1963,1.19694,0.0
2025-12-21 11:29:00Z,1.19689,1.19715,1.19683,1.19688,0.0
2025-12-21 11:30:00Z,1.19687,1.19687,1.19646,1.19651,0.0
2025-12-21 11:31:00Z,1.19651,1.19661,1.19629,1.19638,0.0
2025-12-21 11:32:00Z,1.19638,1.19654,1.19607,1.19609,0.0
2025-12-21 11:33:00Z,1.19609,1.19613,1.19569,1.19579,0.0
2025-12-21 11:34:00Z,1.19577,1.19617,1.19574,1.19613,0.0
2025-12-21 11:35:00Z,1.19613,1.19638,1.19612,1.19626,0.0
2025-12-21 11:36:00Z,1.19626,1.19642,1.19612,1.19627,0.0
2025-12-21 11:37:00Z,1.19629,1.19635,1.1959,1.1959,0.0
2025-12-21 11:38:00Z,1.19589,1.19593,1.19548,1.19552,0.0
2025-12-21 11:39:00Z,1.19551,1.19552,1.19519,1.19527,0.0
2025-12-21 11:40:00Z,1.19524,1.19532,1.19487,1.19507,0.0
2025-12-21 11:41:00Z,1.19507,1.19523,1.19503,1.19503,0.0
2025-12-21 11:42:00Z,1.19503,1.19506,1.1946,1.1946,0.0
2025-12-21 11:43:00Z,1.19459,1.19478,1.19445,1.19455,0.0
2025-12-21 11:44:00Z,1.19455,1.19495,1.19447,1.19488,0.0
2025-12-21 11:45:00Z,1.19489,1.19544,1.19475,1.19544,0.0
2025-12-21 11:46:00Z,1.19542,1.19579,1.19542,1.19578,0.0
2025-12-21 11:47:00Z,1.19578,1.19606,1.1957,1.19585,0.0
2025-12-21 11:48:00Z,1.19582,1.19626,1.19572,1.19623,0.0
2025-12-21 11:49:00Z,1.19622,1.19626,1.19597,1.19603,0.0
2025-12-21 11:50:00Z,1.19604,1.19625,1.196,1.19625,0.0
2025-12-21 11:51:00Z,1.19623,1.19626,1.19572,1.19572,0.0
2025-12-21 11:52:00Z,1.19571,1.19583,1.19554,1.19568,0.0
2025-12-21 11:53:00Z,1.19569,1.19608,1.19553,1.19596,0.0
2025-12-21 11:54:00Z,1.19598,1.1961,1.19556,1.19601,0.0
2025-12-21 11:55:00Z,1.19601,1.19649,1.19595,1.19636,0.0
2025-12-21 11:56:00Z,1.19636,1.19644,1.19625,1.19638,0.0
2025-12-21 11:57:00Z,1.19638,1.19638,1.19593,1.19626,0.0
2025-12-21 12:02:00Z,1.19541,1.1955,1.19541,1.19546,19.0
